zone	seq	monsterId	monsterName	dropOrder	itemId	itemName	itemType	tier	equipSlot	weaponType	chance
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	1	19e24aca-92f5-4f81-8ab9-cc4f8ba73a72	銅戒指(左)	equipment	D	accessory_l		15
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	2	d5936211-685a-4cd7-a1e9-24524725da96	初級雙手法杖	equipment	D	weapon	staff_2h	15
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	3	44bda7cc-5b9e-4ce1-95cc-c4a7a413d8cf	迅短劍(副)	equipment	D	shield	offhand_dagger	15
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	4	a91fab15-a786-490a-ae7f-6ecd536febb1	布口罩	equipment	D	head_low		15
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	5	xiaolang-card	小狼卡	equipment	D	special		3
normal	3	a8ef443e-3a0d-4ccb-9290-d6394edaa59f	小狼	6	d95a76a8-79ab-4dc7-ab07-82a39dbb5912	木製弓	equipment	D	weapon	bow	15
normal	4	2d226eea-934a-4787-8ff7-9f19d12ac590	石頭	1	4a7c2dd6-1d33-4613-a5aa-913924d12eed	木盾	equipment	D	shield		15
normal	4	2d226eea-934a-4787-8ff7-9f19d12ac590	石頭	2	ce6f0608-2750-47b4-aa26-14d9c1aa0f4c	木製雙手劍	equipment	D	weapon	sword_2h	15
normal	4	2d226eea-934a-4787-8ff7-9f19d12ac590	石頭	3	a56bd609-cf0b-4924-b724-891f221fc0b9	木製單手劍	equipment	D	weapon	sword_1h	15
normal	4	2d226eea-934a-4787-8ff7-9f19d12ac590	石頭	4	4885e098-3624-4c6c-9eb9-e4b27c2fb5ab	木製單手斧	equipment	D	weapon	axe_1h	15
normal	4	2d226eea-934a-4787-8ff7-9f19d12ac590	石頭	5	stone-card	石頭卡	equipment	D	special		3
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	1	dcb0ab95-aff6-4961-ae44-79bd49a2f0e8	鐵盾	equipment	C	shield		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	2	73884cf9-67b5-47b4-af3c-b6d79a39ec57	皮甲	equipment	C	armor		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	3	12cddc4e-58ef-433e-a50d-e8ca04b1041e	皮帽	equipment	C	head_top		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	4	45a8eba1-f558-4c9b-8c60-7dcc42ba2cf9	鐵護目鏡	equipment	C	head_mid		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	5	099d5496-e0d4-49e5-af89-ac6580262d5a	皮口罩	equipment	C	head_low		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	6	bb26be45-2910-4034-8db6-e02d9d473513	皮披風	equipment	C	garment		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	7	34e4afa6-d9a9-44f1-8af6-8b3c1bd929a9	皮靴	equipment	C	shoes		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	8	eb852c75-f487-4086-b8b3-0b10adab2db3	銀戒指(左)	equipment	C	accessory_l		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	9	353b7c41-1d23-4a43-ac3c-38517bb235a5	銀戒指(右)	equipment	C	accessory_r		20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	10	9c809436-d8d5-4b21-bf15-e26e881cac9b	鐵製單手劍	equipment	C	weapon	sword_1h	20
normal	5	321a08e9-8fed-4a80-9526-b1f977fd9103	大史(B)	11	daishi-b-card	大史(B)卡	equipment	D	special		3
normal	6	03c93103-eddb-4265-96ca-a8a76bb82a02	小金(稀)	1	6da9f4e6-aac1-4088-9000-7111fd4926b0	木製單手槌	equipment	D	weapon	mace_1h	15
normal	6	03c93103-eddb-4265-96ca-a8a76bb82a02	小金(稀)	2	ee883bee-93c6-450d-b196-754d3e345d2a	布衣	equipment	D	armor		15
normal	6	03c93103-eddb-4265-96ca-a8a76bb82a02	小金(稀)	3	8c9ac7c4-e00d-44fb-9582-8c68b99c2357	草鞋	equipment	D	shoes		15
normal	6	03c93103-eddb-4265-96ca-a8a76bb82a02	小金(稀)	4	be6f16fa-4e72-47ab-9a08-d580bd5490ef	銅戒指(右)	equipment	D	accessory_r		15
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	1	2271e23c-9648-430e-944b-cea2107ee8ec	木製雙手斧	equipment	D	weapon	axe_2h	15
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	2	912125cb-6738-4694-9657-81e7f6a5c2da	布披風	equipment	D	garment		15
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	3	ee883bee-93c6-450d-b196-754d3e345d2a	布衣	equipment	D	armor		15
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	4	ce6f0608-2750-47b4-aa26-14d9c1aa0f4c	木製雙手劍	equipment	D	weapon	sword_2h	15
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	5	grass-goblin-card	青草地精卡	equipment	D	special		3
normal	100	6f321e26-e74e-4a05-a55a-6145da53373d	青草地精	6	421196aa-83e4-4f2e-82f6-dc05077b115a	木製匕首	equipment	D	weapon	dagger	15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	1	4a7c2dd6-1d33-4613-a5aa-913924d12eed	木盾	equipment	D	shield		15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	2	ee883bee-93c6-450d-b196-754d3e345d2a	布衣	equipment	D	armor		15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	3	7bdf0277-dcd5-4173-b3ff-d93ccaa9e293	布帽	equipment	D	head_top		15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	4	3667cf4f-18cb-4861-b4cb-8700805d8bcf	木框護目鏡	equipment	D	head_mid		15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	5	d95a76a8-79ab-4dc7-ab07-82a39dbb5912	木製弓	equipment	D	weapon	bow	15
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	6	green-wolf-card	綠野狼卡	equipment	D	special		3
normal	101	a1ab762c-cd0b-4270-994b-74b68c242840	綠野狼	7	421196aa-83e4-4f2e-82f6-dc05077b115a	木製匕首	equipment	D	weapon	dagger	15
