CHAPTER	NB	STYLE	character	text	branch	SCENE	Character Art	VOICE	effect	BGM	other
4.盜賊 → 影舞者／盜靈	59	DIALOGUE(對話)	影七	你拿走了一點東西。我感覺得到。	thief		影七				
4.盜賊 → 影舞者／盜靈	60	MONOLOGUE(獨白)	玩家	手裡的徽章燙起來，開始變形。	thief						
4.盜賊 → 影舞者／盜靈	61	MONOLOGUE(獨白)	玩家	它變重了。重得不像原本的材質。	thief						
4.盜賊 → 影舞者／盜靈	62	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，你說不出它是什麼做的。	thief						換發：job_spiritthief_t2_v1　消耗一轉徽章＋變更登記費
4.盜賊 → 影舞者／盜靈	63	DIALOGUE(對話)	影七	拿好。它以後會替你拿。	thief		影七				
4.盜賊 → 影舞者／盜靈	64	MONOLOGUE(獨白)	玩家	巷子還是那條巷子。牆上沒有刃痕，地上沒有腳印。							
4.盜賊 → 影舞者／盜靈	65	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
5.法師 → 元素師	1	MONOLOGUE(獨白)	玩家	你的法杖開始在沒有施法的時候放電。很小，只有握著的時候才感覺得到。							
5.法師 → 元素師	2	MONOLOGUE(獨白)	玩家	那天你循著那個感覺走，走到城外一片焦黑的空地。							
5.法師 → 元素師	3	MONOLOGUE(獨白)	玩家	地上有三圈燒痕，一圈套一圈，中間站著一個女人。							
5.法師 → 元素師	4	MONOLOGUE(獨白)	玩家	她正在記錄什麼，頭也沒抬。							
5.法師 → 元素師	5	DIALOGUE(對話)	灰燼夫人	站遠一點。等一下還要燒第四次。			灰燼夫人				
5.法師 → 元素師	6	DIALOGUE(對話)	你	……第四次？							
5.法師 → 元素師	7	DIALOGUE(對話)	灰燼夫人	前三次數據不夠。			灰燼夫人				
5.法師 → 元素師	8	DIALOGUE(對話)	你	你是故意燒的？							
5.法師 → 元素師	9	DIALOGUE(對話)	灰燼夫人	不然呢。			灰燼夫人				
5.法師 → 元素師	10	DIALOGUE(對話)	你	這裡以前是什麼？							
5.法師 → 元素師	11	DIALOGUE(對話)	灰燼夫人	我的實驗室。三次都是。			灰燼夫人				
5.法師 → 元素師	12	MONOLOGUE(獨白)	玩家	她終於抬頭。臉上沒有煤灰，也沒有燒傷——乾淨得不太合理。							
5.法師 → 元素師	13	DIALOGUE(對話)	灰燼夫人	你的杖在放電。			灰燼夫人				
5.法師 → 元素師	14	DIALOGUE(對話)	你	對。							
5.法師 → 元素師	15	DIALOGUE(對話)	灰燼夫人	那不是故障。那是它在算。			灰燼夫人				
5.法師 → 元素師	16	DIALOGUE(對話)	你	算什麼？							
5.法師 → 元素師	17	DIALOGUE(對話)	灰燼夫人	算你到底想不想要更多。			灰燼夫人				
5.法師 → 元素師	18	DIALOGUE(對話)	灰燼夫人	你們這些人有個共通點。			灰燼夫人				
5.法師 → 元素師	19	DIALOGUE(對話)	灰燼夫人	學會控制之後就停下來了。因為控制的感覺太舒服。			灰燼夫人				
5.法師 → 元素師	20	DIALOGUE(對話)	灰燼夫人	但元素不是拿來控制的。			灰燼夫人				
5.法師 → 元素師	21	DIALOGUE(對話)	你	那是拿來幹嘛的？							
5.法師 → 元素師	22	DIALOGUE(對話)	灰燼夫人	拿來借。			灰燼夫人				
5.法師 → 元素師	23	DIALOGUE(對話)	灰燼夫人	借了要還。還不出來就燒掉。像我這裡。			灰燼夫人				
5.法師 → 元素師	24	DIALOGUE(對話)	你	……那你為什麼還在借？							
5.法師 → 元素師	25	MONOLOGUE(獨白)	玩家	她想了一下。							
5.法師 → 元素師	26	DIALOGUE(對話)	灰燼夫人	因為有一次借到的東西，我還沒還完。			灰燼夫人				
5.法師 → 元素師	27	DIALOGUE(對話)	你	那是什麼？							
5.法師 → 元素師	28	DIALOGUE(對話)	灰燼夫人	忘記了。但它還在燒。			灰燼夫人				
5.法師 → 元素師	29	BATTLE(戰鬥)	灰燼夫人	⚔️ 戰鬥：灰燼夫人　她在地上畫下第四個圈，站進去。「來，我們看看你借得到多少。」							必勝(mustWin)
5.法師 → 元素師	30	MONOLOGUE(獨白)	玩家	火散了。地上多了第五道燒痕，形狀跟前四道都不一樣。							
5.法師 → 元素師	31	DIALOGUE(對話)	灰燼夫人	這次的數據比上次好。			灰燼夫人				
5.法師 → 元素師	32	DIALOGUE(對話)	你	這算通過嗎？							
5.法師 → 元素師	33	DIALOGUE(對話)	灰燼夫人	我沒有在考你。我在看。			灰燼夫人				
5.法師 → 元素師	34	MONOLOGUE(獨白)	玩家	法杖上的徽章開始發燙，燙到金屬部分微微變色。							
5.法師 → 元素師	35	MONOLOGUE(獨白)	玩家	它在你手裡重新排列，像是有什麼在裡面重新算了一次。							
5.法師 → 元素師	36	TRANSFER(轉職)		✨ 徽章進化：它冷下來的時候，表面浮出一層你沒見過的紋路。							換發：job_elementalist_t2_v1　消耗一轉徽章＋變更登記費
5.法師 → 元素師	37	DIALOGUE(對話)	灰燼夫人	拿去。記得——借了要還。			灰燼夫人				
5.法師 → 元素師	38	MONOLOGUE(獨白)	玩家	你回頭，空地上只有三圈燒痕。第四圈和第五圈都不在了。							
5.法師 → 元素師	39	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
6.治療師 → 聖靈師	1	MONOLOGUE(獨白)	玩家	你開始在別人受傷之前先感覺到痛。							
6.治療師 → 聖靈師	2	MONOLOGUE(獨白)	玩家	不是預知，比較像是……某種提前的共鳴。你不喜歡這個感覺。							
6.治療師 → 聖靈師	3	MONOLOGUE(獨白)	玩家	那天你沿著那股痛走，走進一間你以為是廢墟的屋子。							
6.治療師 → 聖靈師	4	MONOLOGUE(獨白)	玩家	裡面很乾淨。地上鋪著草蓆，牆邊坐著一個人，正在幫一隻斷了腿的野獸包紮。							
6.治療師 → 聖靈師	5	DIALOGUE(對話)	無傷	先坐下。			無傷				
6.治療師 → 聖靈師	6	DIALOGUE(對話)	你	我沒有受傷。							
6.治療師 → 聖靈師	7	DIALOGUE(對話)	無傷	我知道。所以說坐下，不是說躺下。			無傷				
6.治療師 → 聖靈師	8	MONOLOGUE(獨白)	玩家	他包紮的動作很慢，慢到你以為他在拖時間。							
6.治療師 → 聖靈師	9	MONOLOGUE(獨白)	玩家	但那隻獸從頭到尾沒有掙扎。							
6.治療師 → 聖靈師	10	DIALOGUE(對話)	你	牠不怕你。							
6.治療師 → 聖靈師	11	DIALOGUE(對話)	無傷	牠怕。只是牠更痛。			無傷				
6.治療師 → 聖靈師	12	DIALOGUE(對話)	你	你是誰？							
6.治療師 → 聖靈師	13	DIALOGUE(對話)	無傷	他們叫我無傷。			無傷				
6.治療師 → 聖靈師	14	DIALOGUE(對話)	你	因為你治不好自己？							
6.治療師 → 聖靈師	15	DIALOGUE(對話)	無傷	因為我身上沒有傷。			無傷				
6.治療師 → 聖靈師	16	MONOLOGUE(獨白)	玩家	他捲起袖子。手臂上什麼都沒有——連舊疤都沒有。							
6.治療師 → 聖靈師	17	DIALOGUE(對話)	無傷	接走的傷不會留在自己身上。這是我們這條路的好處。			無傷				
6.治療師 → 聖靈師	18	DIALOGUE(對話)	你	那壞處呢？							
6.治療師 → 聖靈師	19	DIALOGUE(對話)	無傷	……你會忘記痛是什麼感覺。			無傷				
6.治療師 → 聖靈師	20	DIALOGUE(對話)	無傷	忘記了以後，就會接不該接的。			無傷				
6.治療師 → 聖靈師	21	DIALOGUE(對話)	你	你接過不該接的嗎？							
6.治療師 → 聖靈師	22	MONOLOGUE(獨白)	玩家	他把最後一圈繃帶打結，動作停在那裡。							
6.治療師 → 聖靈師	23	DIALOGUE(對話)	無傷	接過一次。			無傷				
6.治療師 → 聖靈師	24	DIALOGUE(對話)	你	後來呢？							
6.治療師 → 聖靈師	25	DIALOGUE(對話)	無傷	那個人活下來了。			無傷				
6.治療師 → 聖靈師	26	DIALOGUE(對話)	你	那不是很好嗎？							
6.治療師 → 聖靈師	27	DIALOGUE(對話)	無傷	……我不記得那是誰了。			無傷				
6.治療師 → 聖靈師	28	MONOLOGUE(獨白)	玩家	他放開手，野獸站起來，一跛一跛地走出門去。							
6.治療師 → 聖靈師	29	DIALOGUE(對話)	無傷	我只記得我接了。忘記是誰的痛，那個痛就沒有地方可以還。			無傷				
6.治療師 → 聖靈師	30	BATTLE(戰鬥)	無傷	⚔️ 戰鬥：無傷　他站起身，第一次擋在門口。「你先痛一次。這樣你才知道自己在接什麼。」							必勝(mustWin)
6.治療師 → 聖靈師	31	MONOLOGUE(獨白)	玩家	他讓開門口。							
6.治療師 → 聖靈師	32	DIALOGUE(對話)	無傷	可以了。			無傷				
6.治療師 → 聖靈師	33	DIALOGUE(對話)	你	我沒有打倒你。							
6.治療師 → 聖靈師	34	DIALOGUE(對話)	無傷	你沒有停下來替自己療。那才是我要看的。			無傷				
6.治療師 → 聖靈師	35	MONOLOGUE(獨白)	玩家	胸前的徽章燙起來——但那個燙不痛。							
6.治療師 → 聖靈師	36	MONOLOGUE(獨白)	玩家	它在你掌心裡舒展開來，像是有什麼原本被摺著的東西打開了。							
6.治療師 → 聖靈師	37	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，掌心的溫度剛好跟體溫一樣。							換發：job_spiritmaster_t2_v1　消耗一轉徽章＋變更登記費
6.治療師 → 聖靈師	38	DIALOGUE(對話)	無傷	拿好。以後會有更多人靠著你站起來。			無傷				
6.治療師 → 聖靈師	39	MONOLOGUE(獨白)	玩家	屋子還在，但裡面空了。草蓆上沒有壓過的痕跡。							
6.治療師 → 聖靈師	40	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
7.弓箭手 → 神射手	1	MONOLOGUE(獨白)	玩家	你開始射不中。							
7.弓箭手 → 神射手	2	MONOLOGUE(獨白)	玩家	不是準頭掉了——是你放箭的瞬間，會突然不確定自己在瞄什麼。							
7.弓箭手 → 神射手	3	MONOLOGUE(獨白)	玩家	那天你走到射程的極限之外，想看看自己到底能看多遠。							
7.弓箭手 → 神射手	4	MONOLOGUE(獨白)	玩家	山脊上坐著一個人，瞇著眼看著更遠的地方。他旁邊放著一把弓，沒有上弦。							
7.弓箭手 → 神射手	5	DIALOGUE(對話)	遠山	坐。風要停了。			遠山				
7.弓箭手 → 神射手	6	DIALOGUE(對話)	你	……什麼？							
7.弓箭手 → 神射手	7	DIALOGUE(對話)	遠山	再等一下。			遠山				
7.弓箭手 → 神射手	8	MONOLOGUE(獨白)	玩家	你等了很久。久到你開始懷疑他是不是睡著了。							
7.弓箭手 → 神射手	9	MONOLOGUE(獨白)	玩家	然後風真的停了。							
7.弓箭手 → 神射手	10	DIALOGUE(對話)	遠山	現在。			遠山				
7.弓箭手 → 神射手	11	MONOLOGUE(獨白)	玩家	你順著他的視線望過去——那裡什麼都沒有。只有很遠很遠的一片林線。							
7.弓箭手 → 神射手	12	DIALOGUE(對話)	你	你在看什麼？							
7.弓箭手 → 神射手	13	DIALOGUE(對話)	遠山	看它什麼時候會動。			遠山				
7.弓箭手 → 神射手	14	DIALOGUE(對話)	你	那要等多久？							
7.弓箭手 → 神射手	15	DIALOGUE(對話)	遠山	不知道。等到會動為止。			遠山				
7.弓箭手 → 神射手	16	DIALOGUE(對話)	你	我最近射不中。							
7.弓箭手 → 神射手	17	DIALOGUE(對話)	遠山	嗯。			遠山				
7.弓箭手 → 神射手	18	DIALOGUE(對話)	你	……你不問為什麼？							
7.弓箭手 → 神射手	19	DIALOGUE(對話)	遠山	你自己知道為什麼。			遠山				
7.弓箭手 → 神射手	20	MONOLOGUE(獨白)	玩家	他終於轉頭看你。眼睛還是瞇著的。							
7.弓箭手 → 神射手	21	DIALOGUE(對話)	遠山	射不中不是手的問題。是你太急著看結果。			遠山				
7.弓箭手 → 神射手	22	DIALOGUE(對話)	遠山	你放完箭就去看有沒有中，對不對。			遠山				
7.弓箭手 → 神射手	23	DIALOGUE(對話)	你	不然要看什麼？							
7.弓箭手 → 神射手	24	DIALOGUE(對話)	遠山	看它飛。			遠山				
7.弓箭手 → 神射手	25	MONOLOGUE(獨白)	玩家	他撿起弓，開始上弦。動作慢得讓人難受。							
7.弓箭手 → 神射手	26	DIALOGUE(對話)	遠山	以前有人跟我說過同樣的話。			遠山				
7.弓箭手 → 神射手	27	DIALOGUE(對話)	你	誰？							
7.弓箭手 → 神射手	28	DIALOGUE(對話)	遠山	……我等他等了很久。後來就忘記在等什麼了。			遠山				
7.弓箭手 → 神射手	29	BATTLE(戰鬥)	遠山	⚔️ 戰鬥：遠山　他把弦拉滿，卻沒有放。「你先射我。我要看你放完之後在看哪裡。」							必勝(mustWin)
7.弓箭手 → 神射手	30	MONOLOGUE(獨白)	玩家	他鬆開弦，箭插進你腳邊三步的地方。							
7.弓箭手 → 神射手	31	DIALOGUE(對話)	遠山	可以了。			遠山				
7.弓箭手 → 神射手	32	DIALOGUE(對話)	你	我沒有中。							
7.弓箭手 → 神射手	33	DIALOGUE(對話)	遠山	最後三箭你沒有再抬頭確認。那三箭是你今天最好的。			遠山				
7.弓箭手 → 神射手	34	MONOLOGUE(獨白)	玩家	徽章燙起來。你摘下來的時候，它已經在變。							
7.弓箭手 → 神射手	35	MONOLOGUE(獨白)	玩家	它變得更薄、更長，像是要指向什麼。							
7.弓箭手 → 神射手	36	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，尖端指著你剛才看的那個方向。							換發：job_sniper_t2_v1　消耗一轉徽章＋變更登記費
7.弓箭手 → 神射手	37	DIALOGUE(對話)	遠山	拿好。以後你會看得更遠——但別忘記看它飛。			遠山				
7.弓箭手 → 神射手	38	MONOLOGUE(獨白)	玩家	山脊上只剩下一枝插在地上的箭。你走過去的時候，它也不在了。							
7.弓箭手 → 神射手	39	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
8.軍師 → 兵聖	1	MONOLOGUE(獨白)	玩家	你的徽章不燙。它只是變重了。							
8.軍師 → 兵聖	2	MONOLOGUE(獨白)	玩家	重到你走路的時候會下意識偏一邊——像是它在拉你往某個方向去。							
8.軍師 → 兵聖	3	MONOLOGUE(獨白)	玩家	你跟著那個方向走，走進一間茶館的後院。							
8.軍師 → 兵聖	4	MONOLOGUE(獨白)	玩家	院子裡有一副棋，下到一半。棋盤旁邊坐著一個人，手上捏著一顆棋子，很久沒有落下。							
8.軍師 → 兵聖	5	DIALOGUE(對話)	枯棋	你來看棋還是看人。			枯棋				
8.軍師 → 兵聖	6	DIALOGUE(對話)	你	……我不知道。是它帶我來的。							
8.軍師 → 兵聖	7	DIALOGUE(對話)	枯棋	那就是看人。			枯棋				
8.軍師 → 兵聖	8	DIALOGUE(對話)	你	這局是你在跟誰下？							
8.軍師 → 兵聖	9	DIALOGUE(對話)	枯棋	跟我自己。			枯棋				
8.軍師 → 兵聖	10	DIALOGUE(對話)	你	那不是隨便怎麼下都可以？							
8.軍師 → 兵聖	11	DIALOGUE(對話)	枯棋	對啊。所以很難。			枯棋				
8.軍師 → 兵聖	12	MONOLOGUE(獨白)	玩家	他把棋子放回棋盒，整局就這樣停在那裡。							
8.軍師 → 兵聖	13	DIALOGUE(對話)	枯棋	你用什麼武器？			枯棋				
8.軍師 → 兵聖	14	DIALOGUE(對話)	你	我什麼都能用。							
8.軍師 → 兵聖	15	DIALOGUE(對話)	枯棋	我知道。我問你用什麼。			枯棋				
8.軍師 → 兵聖	16	DIALOGUE(對話)	你	……看情況。							
8.軍師 → 兵聖	17	DIALOGUE(對話)	枯棋	那就是還沒選。			枯棋				
8.軍師 → 兵聖	18	DIALOGUE(對話)	你	不選不行嗎？							
8.軍師 → 兵聖	19	DIALOGUE(對話)	枯棋	可以。但你要知道自己是「還沒選」，不是「都可以」。			枯棋				
8.軍師 → 兵聖	20	DIALOGUE(對話)	枯棋	這兩個差很多。			枯棋				
8.軍師 → 兵聖	21	DIALOGUE(對話)	你	你為什麼在這裡？							
8.軍師 → 兵聖	22	DIALOGUE(對話)	枯棋	等一局下完。			枯棋				
8.軍師 → 兵聖	23	DIALOGUE(對話)	你	跟你自己那局？							
8.軍師 → 兵聖	24	DIALOGUE(對話)	枯棋	不是。是別人的。			枯棋				
8.軍師 → 兵聖	25	DIALOGUE(對話)	你	誰的？							
8.軍師 → 兵聖	26	MONOLOGUE(獨白)	玩家	他看著棋盤，很久。							
8.軍師 → 兵聖	27	DIALOGUE(對話)	枯棋	……我忘記是誰在下了。但棋還在動。			枯棋				
8.軍師 → 兵聖	28	DIALOGUE(對話)	你	怎麼可能。							
8.軍師 → 兵聖	29	DIALOGUE(對話)	枯棋	你看不到不代表沒有在動。			枯棋				
8.軍師 → 兵聖	30	BATTLE(戰鬥)	枯棋	⚔️ 戰鬥：枯棋　他把棋盤推到一邊，站起來。「你問我用什麼武器好——我問你，你要解決什麼問題。」							必勝(mustWin)
8.軍師 → 兵聖	31	MONOLOGUE(獨白)	玩家	他坐回原位，把棋子一顆一顆撿回盒裡。							
8.軍師 → 兵聖	32	DIALOGUE(對話)	枯棋	可以了。			枯棋				
8.軍師 → 兵聖	33	DIALOGUE(對話)	你	你根本沒有認真打。							
8.軍師 → 兵聖	34	DIALOGUE(對話)	枯棋	我在看你怎麼決定的。那個比你打得多用力重要。			枯棋				
8.軍師 → 兵聖	35	MONOLOGUE(獨白)	玩家	徽章在你手上變輕了——輕到不太真實。							
8.軍師 → 兵聖	36	MONOLOGUE(獨白)	玩家	它變形的方式跟你想的不一樣：不是變銳利，是變得更平。							
8.軍師 → 兵聖	37	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，重量剛好消失。你得低頭確認它還在。							換發：job_sage_t2_v1　消耗一轉徽章＋變更登記費
8.軍師 → 兵聖	38	DIALOGUE(對話)	枯棋	拿去。以後你不用自己動手的次數會變多。			枯棋				
8.軍師 → 兵聖	39	MONOLOGUE(獨白)	玩家	後院空了。棋盤還在，但上面一顆子都沒有。							
8.軍師 → 兵聖	40	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
9.詩人 → 吟遊詩人	1	MONOLOGUE(獨白)	玩家	你開始在戰鬥的節奏裡聽見別的東西。							
9.詩人 → 吟遊詩人	2	MONOLOGUE(獨白)	玩家	不是幻聽——是那些腳步、揮擊、呼吸，湊在一起變成了某種你認得的拍子。							
9.詩人 → 吟遊詩人	3	MONOLOGUE(獨白)	玩家	你循著拍子走進一條巷子，聲音是從一間沒有招牌的酒館傳出來的。							
9.詩人 → 吟遊詩人	4	MONOLOGUE(獨白)	玩家	裡面沒有客人。一個人坐在角落彈琴，那把琴只剩三根弦。							
9.詩人 → 吟遊詩人	5	DIALOGUE(對話)	斷弦	進來的時候踩到第二拍了。			斷弦				
9.詩人 → 吟遊詩人	6	DIALOGUE(對話)	你	……啊？							
9.詩人 → 吟遊詩人	7	DIALOGUE(對話)	斷弦	沒關係。大部分人踩不到。			斷弦				
9.詩人 → 吟遊詩人	8	DIALOGUE(對話)	你	你的琴——							
9.詩人 → 吟遊詩人	9	DIALOGUE(對話)	斷弦	三根。夠了。			斷弦				
9.詩人 → 吟遊詩人	10	DIALOGUE(對話)	你	本來有幾根？							
9.詩人 → 吟遊詩人	11	DIALOGUE(對話)	斷弦	不重要。			斷弦				
9.詩人 → 吟遊詩人	12	MONOLOGUE(獨白)	玩家	他繼續彈。那個旋律很簡單，但你發現自己的呼吸開始跟著它走。							
9.詩人 → 吟遊詩人	13	DIALOGUE(對話)	你	你在做什麼？							
9.詩人 → 吟遊詩人	14	DIALOGUE(對話)	斷弦	在等你調過來。			斷弦				
9.詩人 → 吟遊詩人	15	DIALOGUE(對話)	你	調什麼？							
9.詩人 → 吟遊詩人	16	DIALOGUE(對話)	斷弦	你走進來的時候快了半拍。現在正好。			斷弦				
9.詩人 → 吟遊詩人	17	DIALOGUE(對話)	斷弦	你唱歌的時候，是為了讓自己好聽，還是讓旁邊的人好走？			斷弦				
9.詩人 → 吟遊詩人	18	DIALOGUE(對話)	你	……有差嗎？							
9.詩人 → 吟遊詩人	19	DIALOGUE(對話)	斷弦	差很多。			斷弦				
9.詩人 → 吟遊詩人	20	DIALOGUE(對話)	斷弦	前面那種，你會一直想被聽見。後面那種，你會希望沒有人注意到你。			斷弦				
9.詩人 → 吟遊詩人	21	DIALOGUE(對話)	斷弦	能撐住整隊的那種人，通常沒有人記得他的名字。			斷弦				
9.詩人 → 吟遊詩人	22	DIALOGUE(對話)	你	那你被記得嗎？							
9.詩人 → 吟遊詩人	23	MONOLOGUE(獨白)	玩家	他停下手。三根弦的餘音拖得很長。							
9.詩人 → 吟遊詩人	24	DIALOGUE(對話)	斷弦	以前有人記得。			斷弦				
9.詩人 → 吟遊詩人	25	DIALOGUE(對話)	你	現在呢？							
9.詩人 → 吟遊詩人	26	DIALOGUE(對話)	斷弦	……我忘記他長什麼樣子了。但那首歌我還記得。			斷弦				
9.詩人 → 吟遊詩人	27	BATTLE(戰鬥)	斷弦	⚔️ 戰鬥：斷弦　他撥了一個和弦，整間酒館的空氣沉下去半拍。「跟上來。跟不上就不用唱了。」							必勝(mustWin)
9.詩人 → 吟遊詩人	28	MONOLOGUE(獨白)	玩家	最後一個音收乾淨了。他把手放在弦上止音。							
9.詩人 → 吟遊詩人	29	DIALOGUE(對話)	斷弦	可以了。			斷弦				
9.詩人 → 吟遊詩人	30	DIALOGUE(對話)	你	我有跟上嗎？							
9.詩人 → 吟遊詩人	31	DIALOGUE(對話)	斷弦	你有兩次跟丟。但你沒有停下來重來——你直接接到下一小節。			斷弦				
9.詩人 → 吟遊詩人	32	DIALOGUE(對話)	斷弦	那才是要緊的。			斷弦				
9.詩人 → 吟遊詩人	33	MONOLOGUE(獨白)	玩家	徽章開始震動，頻率跟剛才那首曲子一樣。							
9.詩人 → 吟遊詩人	34	MONOLOGUE(獨白)	玩家	它在你手裡拉長，變成一個更適合握著、也更適合放下的形狀。							
9.詩人 → 吟遊詩人	35	TRANSFER(轉職)		✨ 徽章進化：它停下來的時候，你發現自己在跟著它的餘震呼吸。							換發：job_minstrel_t2_v1　消耗一轉徽章＋變更登記費
9.詩人 → 吟遊詩人	36	DIALOGUE(對話)	斷弦	拿好。以後你的拍子會變成別人的。			斷弦				
9.詩人 → 吟遊詩人	37	MONOLOGUE(獨白)	玩家	酒館的門開著，裡面沒有人，也沒有琴。							
9.詩人 → 吟遊詩人	38	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
10.結界師 → 聖域師	1	MONOLOGUE(獨白)	玩家	你的結界開始撐得比以前久。久到你自己都覺得不對勁。							
10.結界師 → 聖域師	2	MONOLOGUE(獨白)	玩家	那天你在野外收到求救訊號，趕過去的時候，戰鬥已經結束了。							
10.結界師 → 聖域師	3	MONOLOGUE(獨白)	玩家	地上躺著六個人，全部都還活著。							
10.結界師 → 聖域師	4	MONOLOGUE(獨白)	玩家	他們中間站著一個人，張開的護盾剛好把六個人圍在裡面，一個都沒有漏掉。							
10.結界師 → 聖域師	5	DIALOGUE(對話)	壁	不用過來。他們沒事。			壁				
10.結界師 → 聖域師	6	DIALOGUE(對話)	你	……你一個人擋下來的？							
10.結界師 → 聖域師	7	DIALOGUE(對話)	壁	我沒有擋下來。我只是站在這裡。			壁				
10.結界師 → 聖域師	8	MONOLOGUE(獨白)	玩家	護盾散掉的時候，你才發現那個人身形其實很小。							
10.結界師 → 聖域師	9	DIALOGUE(對話)	你	你怎麼做到的？							
10.結界師 → 聖域師	10	DIALOGUE(對話)	壁	站著就好。			壁				
10.結界師 → 聖域師	11	DIALOGUE(對話)	你	不可能只是站著。							
10.結界師 → 聖域師	12	DIALOGUE(對話)	壁	真的只是站著。			壁				
10.結界師 → 聖域師	13	DIALOGUE(對話)	壁	擋不擋得住不是我決定的。我只決定站在哪裡。			壁				
10.結界師 → 聖域師	14	MONOLOGUE(獨白)	玩家	她把最後一個傷者扶起來，交給同伴，然後坐到地上。							
10.結界師 → 聖域師	15	DIALOGUE(對話)	壁	坐一下。剛剛比較久。			壁				
10.結界師 → 聖域師	16	DIALOGUE(對話)	你	你打倒過幾個人？							
10.結界師 → 聖域師	17	DIALOGUE(對話)	壁	零。			壁				
10.結界師 → 聖域師	18	DIALOGUE(對話)	你	……零？							
10.結界師 → 聖域師	19	DIALOGUE(對話)	壁	這輩子沒有打倒過任何人。			壁				
10.結界師 → 聖域師	20	DIALOGUE(對話)	你	那你怎麼保護他們？							
10.結界師 → 聖域師	21	DIALOGUE(對話)	壁	我不需要贏。他們站著就好。			壁				
10.結界師 → 聖域師	22	MONOLOGUE(獨白)	玩家	她抬頭看你。							
10.結界師 → 聖域師	23	DIALOGUE(對話)	壁	你也一樣。你的手在抖，但你剛剛第一件事是看他們有沒有事，不是看敵人跑到哪去。			壁				
10.結界師 → 聖域師	24	DIALOGUE(對話)	壁	那個順序不會騙人。			壁				
10.結界師 → 聖域師	25	DIALOGUE(對話)	你	你為什麼在這裡？							
10.結界師 → 聖域師	26	DIALOGUE(對話)	壁	等一個人回來。			壁				
10.結界師 → 聖域師	27	DIALOGUE(對話)	你	他去哪了？							
10.結界師 → 聖域師	28	DIALOGUE(對話)	壁	不知道。我只知道我要站在他回來會經過的地方。			壁				
10.結界師 → 聖域師	29	DIALOGUE(對話)	你	那是哪裡？							
10.結界師 → 聖域師	30	DIALOGUE(對話)	壁	……我已經忘記了。所以我到處站。			壁				
10.結界師 → 聖域師	31	BATTLE(戰鬥)	壁	⚔️ 戰鬥：壁　她站起來，張開護盾，把你圈在外面。「你打進來。打不進來就不用談了。」							必勝(mustWin)
10.結界師 → 聖域師	32	MONOLOGUE(獨白)	玩家	護盾碎了一角。她放下手。							
10.結界師 → 聖域師	33	DIALOGUE(對話)	壁	可以了。			壁				
10.結界師 → 聖域師	34	DIALOGUE(對話)	你	我打破了。							
10.結界師 → 聖域師	35	DIALOGUE(對話)	壁	對。但你破的是我讓你破的那一角。			壁				
10.結界師 → 聖域師	36	DIALOGUE(對話)	壁	你有看出來哪裡最薄——那才是我要看的。			壁				
10.結界師 → 聖域師	37	MONOLOGUE(獨白)	玩家	徽章在你掌心變得很涼。							
10.結界師 → 聖域師	38	MONOLOGUE(獨白)	玩家	它攤開來，變成一個更大、更薄的形狀。像是準備要蓋住什麼。							
10.結界師 → 聖域師	39	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，涼得像剛從水裡拿出來。							換發：job_sanctum_t2_v1　消耗一轉徽章＋變更登記費
10.結界師 → 聖域師	40	DIALOGUE(對話)	壁	拿好。以後你能圈住的人會變多。			壁				
10.結界師 → 聖域師	41	MONOLOGUE(獨白)	玩家	野地上沒有戰鬥的痕跡，也沒有六個人躺過的凹陷。							
10.結界師 → 聖域師	42	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
11.賭徒 → 賭神	1	MONOLOGUE(獨白)	玩家	你的骰子開始不聽話。							
11.賭徒 → 賭神	2	MONOLOGUE(獨白)	玩家	不是骰不好——是你想要什麼點數，它就給你什麼點數。連續七次。							
11.賭徒 → 賭神	3	MONOLOGUE(獨白)	玩家	第八次的時候，你不敢丟了。							
11.賭徒 → 賭神	4	MONOLOGUE(獨白)	玩家	那天晚上你在賭場後巷抽菸，有人在你旁邊坐下，手上翻著一枚硬幣。							
11.賭徒 → 賭神	5	DIALOGUE(對話)	老千	七次很多了。			老千				
11.賭徒 → 賭神	6	DIALOGUE(對話)	你	……你怎麼知道？							
11.賭徒 → 賭神	7	DIALOGUE(對話)	老千	因為第八次你沒丟。			老千				
11.賭徒 → 賭神	8	DIALOGUE(對話)	你	你是誰？							
11.賭徒 → 賭神	9	DIALOGUE(對話)	老千	他們叫我老千。			老千				
11.賭徒 → 賭神	10	DIALOGUE(對話)	你	所以你作弊。							
